exemplar_code,simulation_cal_year,year,N_A_match,N_B_match,S_A_match,S_B_match,num_epis,epidID,strain,timestep,month,day,sus,trans,infected,reporting,simulation_index,pushback
CAN,25,2019,FALSE,TRUE,TRUE,TRUE,2,CANA191104,INF_A,9838,11,04,0.8004006703299718,0.06104473562603803,1521.5549427601827,0.008484527542104508,1,112
CAN,25,2019,FALSE,TRUE,TRUE,TRUE,2,CANB191104,INF_B,219,11,04,0.5065493773441463,0.09782576052645651,1371.0538664171627,0.005012311626667604,1,91
CAN,26,2019,FALSE,FALSE,TRUE,TRUE,2,CANA191104,INF_A,2365,11,04,0.8008424836700794,0.06096761757151621,1525.6350663821368,0.00860616842174426,1,112
CAN,26,2019,FALSE,FALSE,TRUE,TRUE,2,CANB191104,INF_B,5042,11,04,0.5056086240342105,0.09781074113663896,1410.653543569865,0.005153887590905639,1,98
CAN,27,2016,FALSE,FALSE,TRUE,TRUE,1,CANA161024,INF_A,1501,10,24,0.5198832997597242,0.08780266354111176,949.3981789438545,0.00702508734763307,1,84
CAN,28,2012,FALSE,TRUE,TRUE,TRUE,2,CANA121029,INF_A,1216,10,29,0.5580044060308548,0.08569366002333315,992.4923762747428,0.00320643937197869,1,63
CAN,28,2012,FALSE,TRUE,TRUE,TRUE,2,CANB121203,INF_B,7956,12,03,0.5487699327596659,0.08819528180741132,843.7083938801994,0.0011976991991644816,1,105
CAN,29,2014,TRUE,TRUE,TRUE,TRUE,2,CANA141103,INF_A,3493,11,03,0.5354274029234481,0.08760154984087665,2938.7948016030514,0.0058246490480999,1,91
CAN,29,2014,TRUE,TRUE,TRUE,TRUE,2,CANB141124,INF_B,355,11,24,0.45820917167599684,0.0984743743476671,485.67634407514834,0.001926501452806364,1,84
CAN,30,2017,FALSE,TRUE,FALSE,TRUE,3,CANA170918,INF_A,1078,09,18,0.4768245370743537,0.09408493207701579,346.89792177145586,0.008549323542609143,1,84
CAN,30,2017,FALSE,TRUE,FALSE,TRUE,3,CANB170130,INF_B,3970,01,30,0.4867538756118121,0.10041646520455354,3442.4997772384686,9.777448030739058e-4,1,126
CAN,30,2017,FALSE,TRUE,FALSE,TRUE,3,CANB171016,INF_B,3468,10,16,0.5365593712429092,0.08509884781340052,365.12697766630237,0.005795903001356724,1,70
CAN,1,2017,FALSE,FALSE,TRUE,FALSE,3,CANA170918,INF_A,9306,09,18,0.47687390271260793,0.09394873864463707,371.5842330938527,0.008697915249512174,2,91
CAN,1,2017,FALSE,FALSE,TRUE,FALSE,3,CANB170130,INF_B,5599,01,30,0.48660445511975,0.10027798482376682,3750.57127601413,9.963887051120427e-4,2,133
CAN,1,2017,FALSE,FALSE,TRUE,FALSE,3,CANB171016,INF_B,8456,10,16,0.5378387120096099,0.0850530993344409,340.3121926994978,0.005649803894711305,2,70
CAN,2,2018,FALSE,TRUE,TRUE,TRUE,1,CANA181015,INF_A,1729,10,15,0.7851416097900075,0.0601075966349674,2007.3547624718585,0.017386003651905048,2,196
CAN,3,2013,TRUE,TRUE,TRUE,TRUE,2,CANA131125,INF_A,5881,11,25,0.5428048337357613,0.09661354848662582,3680.702389246503,0.002966642108612144,2,77
CAN,3,2013,TRUE,TRUE,TRUE,TRUE,2,CANB131209,INF_B,9430,12,09,0.559772944413585,0.08678376573007379,878.9588534543352,0.0020030038219832993,2,105
CAN,4,2012,TRUE,TRUE,TRUE,TRUE,2,CANA121029,INF_A,7060,10,29,0.5468930371558497,0.08627079496494451,1434.378434301331,0.00356226373478547,2,77
CAN,4,2012,TRUE,TRUE,TRUE,TRUE,2,CANB121203,INF_B,5613,12,03,0.552150772145636,0.08758540686414182,838.4792086577694,0.0011837916994440801,2,105
CAN,5,2015,FALSE,TRUE,TRUE,TRUE,2,CANA151214,INF_A,1198,12,14,0.73946919772435,0.07028313307964223,525.6709361345278,0.004389951654940973,2,56
CAN,5,2015,FALSE,TRUE,TRUE,TRUE,2,CANB151221,INF_B,9995,12,21,0.5608292467609022,0.08781141698961946,904.553366408676,0.002556417341702036,2,91
CAN,6,2016,FALSE,FALSE,FALSE,TRUE,1,CANA161024,INF_A,195,10,24,0.5198788365629504,0.08784866681829846,928.6334062604315,0.006892384660881564,2,84
CAN,7,2014,TRUE,TRUE,TRUE,TRUE,2,CANA141103,INF_A,9366,11,03,0.5352328654073171,0.08756555534278979,3013.702477417885,0.005873561775996614,2,91
CAN,7,2014,TRUE,TRUE,TRUE,TRUE,2,CANB141124,INF_B,3178,11,24,0.4582417006659547,0.09845407584496298,490.6338165201753,0.0018938243057127478,2,84
CAN,8,2014,FALSE,FALSE,TRUE,TRUE,2,CANA141103,INF_A,481,11,03,0.5356898201247238,0.08758546117685809,2899.1032630414925,0.0058613619184555345,2,91
CAN,8,2014,FALSE,FALSE,TRUE,TRUE,2,CANB141124,INF_B,1964,11,24,0.4569361672204694,0.09848880016335566,533.8840404008955,0.0019475216242202773,2,84
CAN,9,2011,TRUE,TRUE,TRUE,TRUE,3,CANA111212,INF_A,7004,12,12,0.49016073879962047,0.09293506909964398,1076.5305850710251,0.0013022588592945012,2,98
CAN,9,2011,TRUE,TRUE,TRUE,TRUE,3,CANB110117,INF_B,6462,01,17,0.4840367257027442,0.10130222979473306,4517.5649354819025,6.335811519683997e-4,2,126
CAN,9,2011,TRUE,TRUE,TRUE,TRUE,3,CANB111226,INF_B,8460,12,26,0.5584175357249227,0.09037113659150928,624.1120538790849,0.0011677190167035433,2,70
CAN,10,2017,FALSE,TRUE,FALSE,FALSE,3,CANA170918,INF_A,7360,09,18,0.47707013401109866,0.09397729248287069,358.75014996378235,0.008663884586349861,2,84
CAN,10,2017,FALSE,TRUE,FALSE,FALSE,3,CANB170130,INF_B,9196,01,30,0.4870278607617376,0.10065507838961338,3211.011758009402,9.835674128487934e-4,2,126
CAN,10,2017,FALSE,TRUE,FALSE,FALSE,3,CANB171016,INF_B,4072,10,16,0.5373437413070468,0.08508086756565754,346.29612510700093,0.0056880766485625945,2,70
CAN,11,2018,FALSE,FALSE,TRUE,TRUE,1,CANA181015,INF_A,6091,10,15,0.7869269301548834,0.05998995824491849,2039.8011551491916,0.017396075782599975,2,196
CAN,12,2011,TRUE,FALSE,TRUE,TRUE,3,CANA111212,INF_A,2739,12,12,0.4880338419786109,0.09329959453810638,1156.556240811926,0.0012698444728170446,2,98
CAN,12,2011,TRUE,FALSE,TRUE,TRUE,3,CANB110117,INF_B,7443,01,17,0.4864770391196666,0.1011184948062256,4163.8853042139535,6.239740736696945e-4,2,126
CAN,12,2011,TRUE,FALSE,TRUE,TRUE,3,CANB111226,INF_B,5096,12,26,0.5562649841392661,0.09072540776392428,650.1455969562109,0.0011809711763377825,2,70
CAN,13,2016,FALSE,TRUE,TRUE,TRUE,1,CANA161024,INF_A,9239,10,24,0.5200117382928839,0.08786666356787469,937.6522772014647,0.006916280134629497,2,91
CAN,14,2014,FALSE,TRUE,TRUE,TRUE,2,CANA141103,INF_A,9117,11,03,0.5362081031578495,0.08762167425886327,2870.8601869082067,0.005772267165096334,2,91
CAN,14,2014,FALSE,TRUE,TRUE,TRUE,2,CANB141124,INF_B,241,11,24,0.4588858978679366,0.09849985906303871,468.17541772008946,0.0018461227889906009,2,84
CAN,15,2015,FALSE,TRUE,TRUE,TRUE,2,CANA151214,INF_A,1820,12,14,0.7383091806363491,0.07034513225514102,543.4602331653232,0.004359778484633293,2,56
CAN,15,2015,FALSE,TRUE,TRUE,TRUE,2,CANB151221,INF_B,9571,12,21,0.5608064345035217,0.0880192915502975,846.1812666611728,0.002438104511488335,2,84
CAN,16,2012,FALSE,TRUE,TRUE,TRUE,2,CANA121029,INF_A,1659,10,29,0.5583680384034323,0.08565462402488178,992.2628353295646,0.003259265161295571,2,63
CAN,16,2012,FALSE,TRUE,TRUE,TRUE,2,CANB121203,INF_B,6891,12,03,0.5512552546942243,0.08794085382524203,817.2002707923315,0.0011591955593795288,2,112
CAN,17,2018,FALSE,TRUE,TRUE,TRUE,1,CANA181015,INF_A,9461,10,15,0.7874089980905311,0.05989887957804804,2069.060585081203,0.017626793406301664,2,196
CAN,18,2014,FALSE,FALSE,TRUE,FALSE,2,CANA141103,INF_A,9288,11,03,0.5353803667000725,0.08758984147654916,2939.5057673832625,0.005833634111101423,2,91
CAN,18,2014,FALSE,FALSE,TRUE,FALSE,2,CANB141124,INF_B,6230,11,24,0.45857433532329955,0.09839792170638534,487.3736899292448,0.001910097694618609,2,84
