country,country_code,vacc_program,year,age1,age2,age3,age4
Tajikistan,TJK,3,2047,444684.7785877592,860613.9541285124,0,411720.29573566164
Tajikistan,TJK,3,2048,446647.07431077905,857202.980621237,0,414851.44712335855
Tajikistan,TJK,3,2049,452092.64991604607,866568.114077575,0,422637.9148767753
Tajikistan,TJK,3,2050,457714.5502705905,876148.6558666483,0,430281.47768219514
Tajikistan,TJK,3,2051,463377.2248277939,885928.7927109507,0,437794.48520713206
Tajikistan,TJK,3,2052,473174.62692388915,909142.1299497634,0,450552.50515640376
Tajikistan,TJK,3,2053,475081.4270916942,906075.6095215217,0,452509.8104245964
Tajikistan,TJK,3,2054,480701.7213708391,916444.9405558585,0,459697.94999480806
Turkmenistan,TKM,3,2025,327655.8171585893,1028093.4955562411,0,239575.66984086484
Turkmenistan,TKM,3,2026,175706.89542146848,402013.1591843768,0,130840.36493074741
Turkmenistan,TKM,3,2027,170483.5489817225,401079.1289457373,0,140189.76263389422
Turkmenistan,TKM,3,2028,170353.82369595114,400040.5981621039,0,149175.03989377676
Turkmenistan,TKM,3,2029,170567.7418453394,398977.1347862926,0,157740.281566068
Turkmenistan,TKM,3,2030,172543.73131734415,403833.86505182594,0,167681.9250954851
Turkmenistan,TKM,3,2031,171746.19995842665,397021.83752126223,0,173553.48976537638
Turkmenistan,TKM,3,2032,172468.4039453886,396220.23920662206,0,180797.53072690123
Turkmenistan,TKM,3,2033,173342.38464518267,395562.2019677653,0,187628.45319781307
Turkmenistan,TKM,3,2034,174290.32605169268,395056.97942720365,0,194070.33486526067
Turkmenistan,TKM,3,2035,175288.3282749457,394710.8087453253,0,200140.69302884728
Turkmenistan,TKM,3,2036,177874.50409814922,400355.82049089053,0,208254.24613562605
Turkmenistan,TKM,3,2037,177462.64809832952,394508.19979660894,0,211262.52963068517
Turkmenistan,TKM,3,2038,178472.4144984704,394648.43870745745,0,216340.94534043965
Turkmenistan,TKM,3,2039,179536.04581621956,394935.3566330934,0,221132.29983743659
Turkmenistan,TKM,3,2040,180599.16893050034,395362.6146184741,0,225653.6410383308
Turkmenistan,TKM,3,2041,183255.22063028414,401770.4649198027,0,232664.06660902526
Turkmenistan,TKM,3,2042,182796.2041305694,396597.7102760234,0,233977.2163708966
Turkmenistan,TKM,3,2043,183776.21169858897,397395.9868023088,0,237790.90781003734
Turkmenistan,TKM,3,2044,184799.5928896982,398297.28153236024,0,241402.25500301542
Turkmenistan,TKM,3,2045,185813.10089207574,399292.1363710023,0,244825.5173899478
Turkmenistan,TKM,3,2046,186812.94063253424,400377.4324700424,0,248072.79699257892
Turkmenistan,TKM,3,2047,189455.80127767165,407473.3349008946,0,254192.623503536
Turkmenistan,TKM,3,2048,188870.82639681236,402778.9100518786,0,254100.25716892257
Turkmenistan,TKM,3,2049,189774.48327890353,404088.64591,0,256886.25311296448
Turkmenistan,TKM,3,2050,190723.39709311305,405457.7402381112,0,259543.48976189422
Turkmenistan,TKM,3,2051,191663.02529211805,406876.7333843428,0,262081.62373799746
Turkmenistan,TKM,3,2052,194289.62084764085,414375.6408588534,0,267731.381108234
Turkmenistan,TKM,3,2053,193610.2192229072,409852.0469664179,0,266844.7046676365
Turkmenistan,TKM,3,2054,194458.51835264068,411405.03680465696,0,269065.4277131515
Turkey,TUR,3,2025,3095574.5790534806,10414819.216297016,0,4774964.267075273
Turkey,TUR,3,2026,1641922.666982457,4057369.4711680957,0,2388325.606066082
Turkey,TUR,3,2027,1596011.5014795975,4032762.1516093155,0,2513954.332643065
Turkey,TUR,3,2028,1592281.0257392223,4008143.2802077536,0,2634626.389031336
Turkey,TUR,3,2029,1591054.3551228552,3984023.5358145526,0,2749710.2011369043
Turkey,TUR,3,2030,1605963.4826346487,4019384.893795186,0,2892406.6647716924
Turkey,TUR,3,2031,1594187.7555265322,3938975.462622598,0,2962581.9288396616
Turkey,TUR,3,2032,1596619.5784119433,3918618.925202271,0,3060311.368221106
Turkey,TUR,3,2033,1600169.6776982802,3899847.688003492,0,3152553.6346850735
Turkey,TUR,3,2034,1604218.0357503672,3882716.8694424466,0,3239521.340220993
Turkey,TUR,3,2035,1608594.0916451768,3867232.7054268876,0,3321445.566347479
Turkey,TUR,3,2036,1627603.3448659442,3910299.4415418445,0,3440029.3212001855
Turkey,TUR,3,2037,1618543.1276622028,3841074.3530816906,0,3471239.149453259
Turkey,TUR,3,2038,1622735.4555052398,3830335.801263914,0,3539399.1238864255
Turkey,TUR,3,2039,1627316.9893525557,3820995.403680441,0,3603470.3481149017
Turkey,TUR,3,2040,1631817.613039572,3812971.083812157,0,3663663.63770165
Turkey,TUR,3,2041,1650844.9558255544,3862407.4239007086,0,3766453.406563878
Turkey,TUR,3,2042,1641191.3916819987,3800506.7739868956,0,3773349.010272083
Turkey,TUR,3,2043,1644779.3353122969,3795936.9503289415,0,3823053.820203681
Turkey,TUR,3,2044,1648652.1016244714,3792300.5889951563,0,3869675.1847972665
Turkey,TUR,3,2045,1652361.0466077472,3789515.6244799276,0,3913378.7712766957
Turkey,TUR,3,2046,1655898.891959297,3787504.0885977526,0,3954328.1849911
Turkey,TUR,3,2047,1674133.838481715,3842130.9407667937,0,4043045.077594804
Turkey,TUR,3,2048,1663237.3068040225,3785499.7732389155,0,4028698.4798632837
Turkey,TUR,3,2049,1665753.6080804341,3785423.948295092,0,4062234.986108511
Turkey,TUR,3,2050,1668572.9638152895,3785829.3751650616,0,4093618.278831681
Turkey,TUR,3,2051,1671248.1622127022,3786662.060586161,0,4122969.717850873
Turkey,TUR,3,2052,1688790.019105669,3843830.4177620253,0,4203159.578672112
Turkey,TUR,3,2053,1676957.055263024,3789398.114889921,0,4176160.4876873475
Turkey,TUR,3,2054,1678685.0972929578,3791274.5724343425,0,4200047.049554847
